Workout DateTime,Program,Day Name,Exercise,Is Warmup Set?,Required Reps,Completed Reps,Is AMRAP?,Required RPE,Completed RPE,Log RPE?,Required Weight Value,Required Weight Unit,Completed Weight Value,Completed Weight Unit,Ask Weight?,Completed Reps Time,Target Muscles,Synergist Muscles,Notes
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,"Romanian Deadlift, Leverage Machine",1,5,,0,,,0,42.5,kg,,,0,,Gluteus Maximus,"Adductor Magnus,Erector Spinae,Hamstrings",
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,"Romanian Deadlift, Leverage Machine",1,5,,0,,,0,72.5,kg,,,0,,Gluteus Maximus,"Adductor Magnus,Erector Spinae,Hamstrings",
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,"Romanian Deadlift, Leverage Machine",1,5,,0,,,0,115,kg,,,0,,Gluteus Maximus,"Adductor Magnus,Erector Spinae,Hamstrings",
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,"Romanian Deadlift, Leverage Machine",0,12,9,0,,,0,145,kg,180,kg,0,2026-06-29T05:12:51.750Z,Gluteus Maximus,"Adductor Magnus,Erector Spinae,Hamstrings",
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,"Romanian Deadlift, Leverage Machine",0,12,9,0,,,0,145,kg,180,kg,0,2026-06-29T05:18:16.235Z,Gluteus Maximus,"Adductor Magnus,Erector Spinae,Hamstrings",
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,Belt Squat,1,5,,0,,,0,27.5,kg,,,0,,"Quadriceps,Gluteus Maximus","Hamstrings,Erector Spinae,Gastrocnemius,Soleus",
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,Belt Squat,1,5,,0,,,0,45,kg,,,0,,"Quadriceps,Gluteus Maximus","Hamstrings,Erector Spinae,Gastrocnemius,Soleus",
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,Belt Squat,1,5,,0,,,0,72.5,kg,,,0,,"Quadriceps,Gluteus Maximus","Hamstrings,Erector Spinae,Gastrocnemius,Soleus",
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,Belt Squat,0,12,13,0,,,0,90,kg,110,kg,0,2026-06-29T04:59:24.683Z,"Quadriceps,Gluteus Maximus","Hamstrings,Erector Spinae,Gastrocnemius,Soleus",
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,Belt Squat,0,12,13,0,,,0,90,kg,110,kg,0,2026-06-29T05:04:01.084Z,"Quadriceps,Gluteus Maximus","Hamstrings,Erector Spinae,Gastrocnemius,Soleus",
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,Leg Extension,0,12,12,0,,,0,20,kg,50,kg,0,2026-06-29T05:25:45.066Z,Quadriceps,,
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,Seated Leg Curl,0,12,8,0,,,0,47.5,kg,30,kg,0,2026-06-29T05:39:59.390Z,Hamstrings,"Gastrocnemius,Sartorius",
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,Seated Leg Curl,0,12,,0,,,0,52.5,kg,,,0,,Hamstrings,"Gastrocnemius,Sartorius",
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,"Standing Calf Raise, Leverage Machine",0,12,14,0,,,0,100,kg,125,kg,0,2026-06-29T05:42:31.460Z,Gastrocnemius,Soleus,
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,"Standing Calf Raise, Leverage Machine",0,12,12,0,,,0,100,kg,125,kg,0,2026-06-29T05:45:25.679Z,Gastrocnemius,Soleus,
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,"Standing Calf Raise, Leverage Machine",0,12,,0,,,0,100,kg,,,0,,Gastrocnemius,Soleus,
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,Cable Crunch,0,12,9,0,,,0,70,kg,80,kg,0,2026-06-29T05:49:12.700Z,Rectus Abdominis,Obliques,
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,Cable Crunch,0,12,5,0,,,0,70,kg,80,kg,0,2026-06-29T05:51:17.037Z,Rectus Abdominis,Obliques,
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,Cable Crunch,0,12,9,0,,,0,70,kg,75,kg,0,2026-06-29T05:54:08.203Z,Rectus Abdominis,Obliques,
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,Jefferson Curl,0,10,10,0,,,0,32,kg,60,kg,0,2026-06-29T05:31:54.131Z,"Erector Spinae,Hamstrings","Gluteus Maximus,Rectus Abdominis",
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,Jefferson Curl,0,10,8,0,,,0,32,kg,60,kg,0,2026-06-29T05:34:35.119Z,"Erector Spinae,Hamstrings","Gluteus Maximus,Rectus Abdominis",
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,"Preacher Curl, Leverage Machine",0,12,6,0,,,0,10,kg,20,kg,0,2026-06-29T05:58:03.689Z,Brachialis,"Biceps Brachii,Brachioradialis",
2026-06-29T04:56:39.712Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Sa: Lower Hypertrophie,"Preacher Curl, Leverage Machine",0,12,6,0,,,0,10,kg,15,kg,0,2026-06-29T06:00:10.807Z,Brachialis,"Biceps Brachii,Brachioradialis",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,"Incline Bench Press, Dumbbell",1,5,,0,,,0,32,kg,,,0,,Pectoralis Major Clavicular Head,"Deltoid Anterior,Pectoralis Major Sternal Head,Triceps Brachii",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,"Incline Bench Press, Dumbbell",0,12,12,0,,,0,40,kg,60,kg,0,2026-06-28T05:23:21.958Z,Pectoralis Major Clavicular Head,"Deltoid Anterior,Pectoralis Major Sternal Head,Triceps Brachii",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,"Incline Bench Press, Dumbbell",0,12,9,0,,,0,40,kg,60,kg,0,2026-06-28T05:26:55.653Z,Pectoralis Major Clavicular Head,"Deltoid Anterior,Pectoralis Major Sternal Head,Triceps Brachii",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,"Incline Bench Press, Dumbbell",0,12,,0,,,0,40,kg,,,0,,Pectoralis Major Clavicular Head,"Deltoid Anterior,Pectoralis Major Sternal Head,Triceps Brachii",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,"High Row, Cable",0,12,14,0,,,0,65,kg,60,kg,0,2026-06-28T05:31:05.006Z,"Latissimus Dorsi,Trapezius Lower Fibers,Trapezius Middle Fibers","Brachialis,Brachioradialis,Deltoid Posterior,Erector Spinae,Infraspinatus,Pectoralis Major Sternal Head,Teres Major,Teres Minor",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,"High Row, Cable",0,12,13,0,,,0,65,kg,60,kg,0,2026-06-28T05:35:58.774Z,"Latissimus Dorsi,Trapezius Lower Fibers,Trapezius Middle Fibers","Brachialis,Brachioradialis,Deltoid Posterior,Erector Spinae,Infraspinatus,Pectoralis Major Sternal Head,Teres Major,Teres Minor",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,"High Row, Cable",0,12,,0,,,0,55,kg,,,0,,"Latissimus Dorsi,Trapezius Lower Fibers,Trapezius Middle Fibers","Brachialis,Brachioradialis,Deltoid Posterior,Erector Spinae,Infraspinatus,Pectoralis Major Sternal Head,Teres Major,Teres Minor",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,Chest Dip,0,12,13,0,,,0,10,kg,20,kg,0,2026-06-28T05:39:46.527Z,Pectoralis Major Sternal Head,"Deltoid Anterior,Latissimus Dorsi,Levator Scapulae,Pectoralis Major Clavicular Head,Serratus Anterior,Teres Major,Trapezius Middle Fibers,Triceps Brachii",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,Chest Dip,0,12,7,0,,,0,10,kg,20,kg,0,2026-06-28T05:52:57.609Z,Pectoralis Major Sternal Head,"Deltoid Anterior,Latissimus Dorsi,Levator Scapulae,Pectoralis Major Clavicular Head,Serratus Anterior,Teres Major,Trapezius Middle Fibers,Triceps Brachii",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,Meadows Row (Ganbaru),1,5,,0,,,0,11.25,kg,,,0,,"Latissimus Dorsi,Trapezius Middle Fibers","Biceps Brachii,Deltoid Posterior",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,Meadows Row (Ganbaru),1,5,,0,,,0,17.5,kg,,,0,,"Latissimus Dorsi,Trapezius Middle Fibers","Biceps Brachii,Deltoid Posterior",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,Meadows Row (Ganbaru),0,12,11,0,,,0,22.5,kg,25,kg,0,2026-06-28T05:48:34.745Z,"Latissimus Dorsi,Trapezius Middle Fibers","Biceps Brachii,Deltoid Posterior",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,Meadows Row (Ganbaru),0,11,8,0,,,0,22.5,kg,25,kg,0,2026-06-28T05:52:45.357Z,"Latissimus Dorsi,Trapezius Middle Fibers","Biceps Brachii,Deltoid Posterior",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,"Lateral Raise, Cable",0,12,10,0,,,0,15,kg,15,kg,0,2026-06-28T05:58:15.774Z,Deltoid Lateral,"Deltoid Anterior,Serratus Anterior,Trapezius Lower Fibers,Trapezius Middle Fibers",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,"Lateral Raise, Cable",0,12,6,0,,,0,15,kg,15,kg,0,2026-06-28T06:01:32.568Z,Deltoid Lateral,"Deltoid Anterior,Serratus Anterior,Trapezius Lower Fibers,Trapezius Middle Fibers",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,Face Pull,1,5,,0,,,0,12.5,kg,,,0,,Deltoid Posterior,"Brachialis,Brachioradialis,Deltoid Lateral,Infraspinatus,Teres Minor,Trapezius Lower Fibers,Trapezius Middle Fibers",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,Face Pull,1,5,,0,,,0,20,kg,,,0,,Deltoid Posterior,"Brachialis,Brachioradialis,Deltoid Lateral,Infraspinatus,Teres Minor,Trapezius Lower Fibers,Trapezius Middle Fibers",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,Face Pull,1,5,,0,,,0,32.5,kg,,,0,,Deltoid Posterior,"Brachialis,Brachioradialis,Deltoid Lateral,Infraspinatus,Teres Minor,Trapezius Lower Fibers,Trapezius Middle Fibers",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,Face Pull,0,12,11,0,,,0,40,kg,40,kg,0,2026-06-28T06:03:51.092Z,Deltoid Posterior,"Brachialis,Brachioradialis,Deltoid Lateral,Infraspinatus,Teres Minor,Trapezius Lower Fibers,Trapezius Middle Fibers",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,Face Pull,0,12,,0,,,0,30,kg,,,0,,Deltoid Posterior,"Brachialis,Brachioradialis,Deltoid Lateral,Infraspinatus,Teres Minor,Trapezius Lower Fibers,Trapezius Middle Fibers",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,Hammer Curl,0,12,8,0,,,0,12,kg,14,kg,0,2026-06-28T06:13:46.500Z,Brachioradialis,"Biceps Brachii,Brachialis",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,Hammer Curl,0,12,5,0,,,0,12,kg,14,kg,0,2026-06-28T06:16:52.148Z,Brachioradialis,"Biceps Brachii,Brachialis",
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,"Triceps Extension, Cable",0,12,10,0,,,0,25,kg,30,kg,0,2026-06-28T06:07:57.789Z,Triceps Brachii,,
2026-06-28T05:18:10.140Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Fr: Upper Hypertrophie,"Triceps Extension, Cable",0,12,7,0,,,0,25,kg,30,kg,0,2026-06-28T06:11:15.647Z,Triceps Brachii,,
2026-06-25T08:08:20.858Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mi: Lower Kraft,Trap Bar Deadlift,0,5,5,0,,,0,185,kg,170,kg,0,2026-06-25T08:11:18.926Z,Gluteus Maximus,"Adductor Magnus,Quadriceps,Soleus",
2026-06-25T08:08:20.858Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mi: Lower Kraft,Trap Bar Deadlift,0,5,5,0,,,0,185,kg,170,kg,0,2026-06-25T08:15:24.595Z,Gluteus Maximus,"Adductor Magnus,Quadriceps,Soleus",
2026-06-25T08:08:20.858Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mi: Lower Kraft,Trap Bar Deadlift,0,5,7,0,,,0,185,kg,170,kg,0,2026-06-25T08:20:05.887Z,Gluteus Maximus,"Adductor Magnus,Quadriceps,Soleus",
2026-06-25T08:08:20.858Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mi: Lower Kraft,"Hack Squat, Smith Machine",0,4,7,0,,,0,105,kg,100,kg,0,2026-06-25T08:30:15.598Z,Quadriceps,"Adductor Magnus,Gluteus Maximus,Soleus",
2026-06-25T08:08:20.858Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mi: Lower Kraft,"Hack Squat, Smith Machine",0,4,10,0,,,0,105,kg,100,kg,0,2026-06-25T08:34:57.700Z,Quadriceps,"Adductor Magnus,Gluteus Maximus,Soleus",
2026-06-25T08:08:20.858Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mi: Lower Kraft,Cable Crunch,0,12,13,0,,,0,75,kg,75,kg,0,2026-06-25T08:47:45.334Z,Rectus Abdominis,Obliques,
2026-06-25T08:08:20.858Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mi: Lower Kraft,Cable Crunch,0,12,9,0,,,0,75,kg,75,kg,0,2026-06-25T08:51:17.589Z,Rectus Abdominis,Obliques,
2026-06-25T08:08:20.858Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mi: Lower Kraft,Back Extension,0,10,16,0,,,0,42.5,kg,52.5,kg,0,2026-06-25T08:40:35.642Z,Erector Spinae,"Adductor Magnus,Gluteus Maximus,Hamstrings",
2026-06-25T08:08:20.858Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mi: Lower Kraft,Back Extension,0,10,10,0,,,0,42.5,kg,60,kg,0,2026-06-25T08:42:16.215Z,Erector Spinae,"Adductor Magnus,Gluteus Maximus,Hamstrings",
2026-06-25T08:08:20.858Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mi: Lower Kraft,High Row,0,8,8,0,8,,0,20,kg,40,kg,0,2026-06-25T08:57:17.842Z,"Latissimus Dorsi,Trapezius Lower Fibers,Trapezius Middle Fibers","Brachialis,Brachioradialis,Deltoid Posterior,Erector Spinae,Infraspinatus,Pectoralis Major Sternal Head,Teres Major,Teres Minor",
2026-06-25T08:08:20.858Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mi: Lower Kraft,High Row,0,8,8,0,8,,0,20,kg,40,kg,0,2026-06-25T09:00:39.320Z,"Latissimus Dorsi,Trapezius Lower Fibers,Trapezius Middle Fibers","Brachialis,Brachioradialis,Deltoid Posterior,Erector Spinae,Infraspinatus,Pectoralis Major Sternal Head,Teres Major,Teres Minor",
2026-06-25T08:08:20.858Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mi: Lower Kraft,"Standing Calf Raise, Leverage Machine",0,12,16,0,,,0,100,kg,120,kg,0,2026-06-25T09:05:36.713Z,Gastrocnemius,Soleus,
2026-06-25T08:08:20.858Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mi: Lower Kraft,"Standing Calf Raise, Leverage Machine",0,12,10,0,,,0,100,kg,120,kg,0,2026-06-25T09:07:58.432Z,Gastrocnemius,Soleus,
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,Bench Press,1,5,,0,,,0,27.5,kg,,,0,,Pectoralis Major Sternal Head,"Deltoid Anterior,Pectoralis Major Clavicular Head,Triceps Brachii",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,Bench Press,1,5,,0,,,0,45,kg,,,0,,Pectoralis Major Sternal Head,"Deltoid Anterior,Pectoralis Major Clavicular Head,Triceps Brachii",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,Bench Press,1,5,,0,,,0,72.5,kg,,,0,,Pectoralis Major Sternal Head,"Deltoid Anterior,Pectoralis Major Clavicular Head,Triceps Brachii",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,Bench Press,0,4,5,0,,,0,92.5,kg,80,kg,0,2026-06-24T05:52:36.652Z,Pectoralis Major Sternal Head,"Deltoid Anterior,Pectoralis Major Clavicular Head,Triceps Brachii",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,Bench Press,0,4,5,0,,,0,90,kg,80,kg,0,2026-06-24T05:55:43.710Z,Pectoralis Major Sternal Head,"Deltoid Anterior,Pectoralis Major Clavicular Head,Triceps Brachii",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,Bench Press,0,4,5,0,,,0,90,kg,80,kg,0,2026-06-24T06:01:31.023Z,Pectoralis Major Sternal Head,"Deltoid Anterior,Pectoralis Major Clavicular Head,Triceps Brachii",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,Pull Up,0,4,5,0,,,0,22.5,kg,15,kg,0,2026-06-24T06:03:21.716Z,Latissimus Dorsi,"Biceps Brachii,Brachialis,Brachioradialis,Deltoid Posterior,Infraspinatus,Levator Scapulae,Teres Major,Teres Minor,Trapezius Lower Fibers,Trapezius Middle Fibers",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,Pull Up,0,4,5,0,,,0,22.5,kg,15,kg,0,2026-06-24T06:06:38.470Z,Latissimus Dorsi,"Biceps Brachii,Brachialis,Brachioradialis,Deltoid Posterior,Infraspinatus,Levator Scapulae,Teres Major,Teres Minor,Trapezius Lower Fibers,Trapezius Middle Fibers",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,Pull Up,0,4,5,0,,,0,22.5,kg,15,kg,0,2026-06-24T06:11:06.447Z,Latissimus Dorsi,"Biceps Brachii,Brachialis,Brachioradialis,Deltoid Posterior,Infraspinatus,Levator Scapulae,Teres Major,Teres Minor,Trapezius Lower Fibers,Trapezius Middle Fibers",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,Shoulder Press,1,5,,0,,,0,20,kg,,,0,,Deltoid Anterior,"Deltoid Lateral,Pectoralis Major Clavicular Head,Serratus Anterior,Trapezius Lower Fibers,Trapezius Middle Fibers,Triceps Brachii",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,Shoulder Press,1,5,,0,,,0,30,kg,,,0,,Deltoid Anterior,"Deltoid Lateral,Pectoralis Major Clavicular Head,Serratus Anterior,Trapezius Lower Fibers,Trapezius Middle Fibers,Triceps Brachii",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,Shoulder Press,1,5,,0,,,0,50,kg,,,0,,Deltoid Anterior,"Deltoid Lateral,Pectoralis Major Clavicular Head,Serratus Anterior,Trapezius Lower Fibers,Trapezius Middle Fibers,Triceps Brachii",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,Shoulder Press,0,4,11,0,,,0,62.5,kg,52,kg,0,2026-06-24T06:13:17.566Z,Deltoid Anterior,"Deltoid Lateral,Pectoralis Major Clavicular Head,Serratus Anterior,Trapezius Lower Fibers,Trapezius Middle Fibers,Triceps Brachii",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,Shoulder Press,0,4,6,0,,,0,62.5,kg,52,kg,0,2026-06-24T06:17:08.719Z,Deltoid Anterior,"Deltoid Lateral,Pectoralis Major Clavicular Head,Serratus Anterior,Trapezius Lower Fibers,Trapezius Middle Fibers,Triceps Brachii",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,Shoulder Press,0,4,,0,,,0,62.5,kg,,,0,,Deltoid Anterior,"Deltoid Lateral,Pectoralis Major Clavicular Head,Serratus Anterior,Trapezius Lower Fibers,Trapezius Middle Fibers,Triceps Brachii",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,T Bar Row,1,5,,0,,,0,17.5,kg,,,0,,"Latissimus Dorsi,Trapezius Lower Fibers,Trapezius Middle Fibers","Brachialis,Brachioradialis,Deltoid Posterior,Infraspinatus,Pectoralis Major Sternal Head,Teres Major,Teres Minor",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,T Bar Row,1,5,,0,,,0,30,kg,,,0,,"Latissimus Dorsi,Trapezius Lower Fibers,Trapezius Middle Fibers","Brachialis,Brachioradialis,Deltoid Posterior,Infraspinatus,Pectoralis Major Sternal Head,Teres Major,Teres Minor",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,T Bar Row,1,5,,0,,,0,47.5,kg,,,0,,"Latissimus Dorsi,Trapezius Lower Fibers,Trapezius Middle Fibers","Brachialis,Brachioradialis,Deltoid Posterior,Infraspinatus,Pectoralis Major Sternal Head,Teres Major,Teres Minor",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,T Bar Row,0,6,7,0,,,0,60,kg,60,kg,0,2026-06-24T06:23:02.372Z,"Latissimus Dorsi,Trapezius Lower Fibers,Trapezius Middle Fibers","Brachialis,Brachioradialis,Deltoid Posterior,Infraspinatus,Pectoralis Major Sternal Head,Teres Major,Teres Minor",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,T Bar Row,0,6,7,0,,,0,60,kg,60,kg,0,2026-06-24T06:25:59.152Z,"Latissimus Dorsi,Trapezius Lower Fibers,Trapezius Middle Fibers","Brachialis,Brachioradialis,Deltoid Posterior,Infraspinatus,Pectoralis Major Sternal Head,Teres Major,Teres Minor",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,T Bar Row,0,6,7,0,,,0,60,kg,60,kg,0,2026-06-24T06:29:45.852Z,"Latissimus Dorsi,Trapezius Lower Fibers,Trapezius Middle Fibers","Brachialis,Brachioradialis,Deltoid Posterior,Infraspinatus,Pectoralis Major Sternal Head,Teres Major,Teres Minor",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,"Preacher Curl, Leverage Machine",0,12,9,0,,,0,10,kg,15,kg,0,2026-06-24T06:38:35.985Z,Brachialis,"Biceps Brachii,Brachioradialis",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,"Preacher Curl, Leverage Machine",0,12,7,0,,,0,10,kg,15,kg,0,2026-06-24T06:41:29.070Z,Brachialis,"Biceps Brachii,Brachioradialis",
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,Triceps Pushdown,0,12,7,0,,,0,60,kg,70,kg,0,2026-06-24T06:33:31.238Z,Triceps Brachii,,
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,Triceps Pushdown,0,12,5,0,,,0,60,kg,70,kg,0,2026-06-24T06:35:51.993Z,Triceps Brachii,,
2026-06-24T05:51:08.725Z,UL Kraft+Hypertrophie (Mo-Mi-Fr-Sa),Mo: Upper Kraft,"Chest Fly, Leverage Machine",0,12,11,0,,,0,35,kg,40,kg,0,2026-06-24T06:20:21.046Z,Pectoralis Major Sternal Head,"Biceps Brachii,Deltoid Anterior,Pectoralis Major Clavicular Head",
